frame_idx,target_id,ts,daytime,lat,lon,x,y,w,h,clr,clr_score,cls,cls_score,lvl
2878,183,1594070312.4932818,00:18:32,32.87331165344456,35.27893884612156,0.37453223764896393,0.9624486565589905,0.005859375,0.01315789483487606,4,0.7679991126060486,2,0.9522978663444519,2
2906,181,1594070313.8205688,00:18:33,32.873236792925425,35.27906889889546,0.36691370606422424,0.9496926665306091,0.005859375,0.028947368264198303,4,0.4239502251148224,3,0.9874229431152344,0
2921,188,1594070315.9775805,00:18:35,32.872652126905855,35.279271606244805,0.5573565326631069,0.7584669291973114,0.021484375,0.015789473429322243,5,0.509063184261322,2,0.9942313432693481,2
2950,188,1594070319.5047133,00:18:39,32.872666851335495,35.27924871210903,0.5395107939839363,0.8791369497776031,0.021484375,0.015789473429322243,5,0.5615177750587463,2,0.9932215213775635,2
2982,188,1594070321.4486246,00:18:41,32.87264262082941,35.27928431386963,0.527610819786787,0.9546794295310974,0.021484375,0.015789473429322243,5,0.5615177750587463,2,0.9932215213775635,0
3004,188,1594070323.9929383,00:18:43,32.87260696218889,35.279339064635664,0.5218393336981535,0.9918418228626251,0.013671875,0.018421052023768425,5,0.5615177750587463,2,0.9932215213775635,0
3355,189,1594070361.3010328,00:19:21,32.86969580590593,35.28144133861152,0.948915034532547,0.1408873200416565,0.009765625,0.021052632480859756,4,0.4300994873046875,2,0.9676669239997864,2
3386,189,1594070364.336138,00:19:24,32.86968688929442,35.28147234561606,0.9478110671043396,0.15251094102859497,0.009765625,0.021052632480859756,4,0.4300994873046875,2,0.9676669239997864,2
3417,189,1594070367.4948306,00:19:27,32.86966449404892,35.281500501531816,0.9473535120487213,0.1539909839630127,0.009765625,0.021052632480859756,4,0.4300994873046875,2,0.9676669239997864,2
3505,195,1594070376.8454478,00:19:36,32.86969188619616,35.281541905885696,0.9258835911750793,0.1509549915790558,0.009765625,0.021052632480859756,4,0.5034353733062744,2,0.9985455274581909,2
3536,195,1594070379.7452538,00:19:39,32.8697093342214,35.28158184497071,0.9027803242206573,0.13566890358924866,0.009765625,0.021052632480859756,4,0.5034353733062744,2,0.9985455274581909,2
3567,195,1594070383.056943,00:19:43,32.86966158329978,35.281511628355496,0.9025689661502838,0.13602524995803833,0.009765625,0.021052632480859756,4,0.5034353733062744,2,0.9985455274581909,2
3716,199,1594070398.5880241,00:19:58,32.869594706093146,35.281611130271855,0.789403110742569,0.03319773077964783,0.009765625,0.01315789483487606,4,0.5172825455665588,2,0.9992324113845825,2
3746,199,1594070401.1811287,00:20:01,32.86954956217032,35.28167800693886,0.7880692183971405,-0.013590395450592041,0.013671875,0.018421052023768425,4,0.5812205076217651,2,0.9150031805038452,0
3778,199,1594070404.2344105,00:20:04,32.869528526622375,35.28169840207878,0.7917810082435608,-0.0544162392616272,0.013671875,0.018421052023768425,4,0.5812205076217651,2,0.9150031805038452,0
3808,199,1594070407.4109013,00:20:07,32.86956453253969,35.28167770917731,0.7941356599330902,-0.07929593324661255,0.013671875,0.018421052023768425,4,0.5812205076217651,2,0.9150031805038452,0
4182,205,1594070447.0616026,00:20:47,32.872481014351614,35.2794602493727,0.37785474210977554,0.5401211977005005,0.01171875,0.015789473429322243,5,0.6139910817146301,2,0.9781940579414368,0
4182,206,1594070447.0616658,00:20:47,32.87307413406813,35.27922208857827,0.19277185201644897,0.8250646591186523,0.0078125,0.02631578966975212,2,0.3749476671218872,3,0.9871382713317871,0
4211,205,1594070451.6258724,00:20:51,32.87251459715121,35.27944336834328,0.3981105759739876,0.5091596143320203,0.01171875,0.015789473429322243,5,0.6139910817146301,2,0.9781940579414368,2
4211,206,1594070451.6259558,00:20:51,32.87311742756712,35.279192346721004,0.2118796408176422,0.7968103885650635,0.0078125,0.02631578966975212,7,0.3421099781990051,3,0.9893121123313904,2
4242,205,1594070454.5193772,00:20:54,32.87253308091419,35.279442574016,0.4107968658208847,0.48718014266341925,0.01171875,0.015789473429322243,5,0.6139910817146301,2,0.9781940579414368,2
4242,206,1594070454.5194952,00:20:54,32.87315037563058,35.27919224937556,0.2245120406150818,0.775181382894516,0.0078125,0.02631578966975212,7,0.5630612373352051,3,0.9725012183189392,2
4273,205,1594070457.4250057,00:20:57,32.87257504847802,35.279406453926725,0.411766454577446,0.48407342098653316,0.01171875,0.015789473429322243,5,0.6139910817146301,2,0.9781940579414368,2
4273,206,1594070457.4250653,00:20:57,32.873175230728094,35.27916205973808,0.2283814251422882,0.7680984735488892,0.0078125,0.02631578966975212,7,0.5630612373352051,3,0.9725012183189392,2
4301,208,1594070458.8531423,00:20:58,32.8731758028944,35.27918221853262,0.234655499458313,0.7419967651367188,0.0078125,0.028947368264198303,7,0.49262022972106934,3,0.996816098690033,2
4325,208,1594070460.759986,00:21:00,32.873192718376345,35.279182386320954,0.2344692051410675,0.7343364059925079,0.005859375,0.028947368264198303,4,0.38351449370384216,3,0.9983483552932739,2
4347,208,1594070463.2378535,00:21:03,32.873203393920484,35.279190781223114,0.22993618249893188,0.7249842137098312,0.005859375,0.028947368264198303,2,0.30235129594802856,3,0.9992963075637817,2
4377,208,1594070465.921173,00:21:05,32.87322295469586,35.279195914871316,0.2190191149711609,0.7187002450227737,0.005859375,0.02368421107530594,4,0.3085182309150696,3,0.999444305896759,2
4407,208,1594070468.9736335,00:21:08,32.87323291820721,35.27920078964406,0.20557162165641785,0.7083410769701004,0.005859375,0.028947368264198303,2,0.334249347448349,3,0.9968397617340088,2
4438,208,1594070471.6915522,00:21:11,32.87324832064447,35.27921286003782,0.18770334124565125,0.7004375010728836,0.005859375,0.028947368264198303,2,0.3461867868900299,3,0.9777557849884033,2
4468,208,1594070474.3006682,00:21:14,32.87326013242803,35.279221653134066,0.16499757766723633,0.6910919398069382,0.005859375,0.02631578966975212,4,0.40873873233795166,3,0.9501945376396179,2
4499,208,1594070476.8406649,00:21:16,32.87323198743417,35.27918376708641,0.1524261236190796,0.6863687187433243,0.005859375,0.02631578966975212,4,0.389655202627182,3,0.9938669800758362,2
4555,212,1594070482.1226034,00:21:22,32.87324229419099,35.27920002066341,0.11396536231040955,0.6655576229095459,0.005859375,0.02631578966975212,2,0.3978806734085083,3,0.9989882111549377,2
