frame_idx target_id ts daytime lat lon x y w h clr clr_score cls cls_score
2357 100 1593956399.542909 16:39:59 32.87292000428788 35.279414215817624 0.5695763230323792 0.8917959630489349 0.005859375 0.028947368264198303 2 0.41238200664520264 3 0.9315901398658752
2357 102 1593956399.5429785 16:39:59 32.87230328198014 35.27968009236882 0.7603843212127686 0.5753673389554024 0.0234375 0.015789473429322243 5 0.4429931640625 2 0.9996788501739502
2384 100 1593956402.0048783 16:40:02 32.87296457155721 35.279405694403984 0.5707919001579285 0.8667384386062622 0.005859375 0.028947368264198303 4 0.4433480501174927 7 0.9739348292350769
2384 102 1593956402.004945 16:40:02 32.872349594971226 35.27965617377494 0.7621254920959473 0.5550502389669418 0.021484375 0.018421052023768425 5 0.4429931640625 2 0.9996788501739502
2398 105 1593956402.949957 16:40:02 32.87306084069766 35.27926648581734 0.5657977983355522 0.9399430155754089 0.01171875 0.015789473429322243 4 0.6068496108055115 2 0.9997976422309875
2412 100 1593956404.6251328 16:40:04 32.87300451370283 35.279400898651616 0.5688858106732368 0.8371842205524445 0.0078125 0.02368421107530594 4 0.4423951208591461 3 0.9311285614967346
2426 105 1593956405.3858917 16:40:05 32.87310592090572 35.279251144363265 0.5632869303226471 0.9207206666469574 0.01171875 0.015789473429322243 4 0.6068496108055115 2 0.9997976422309875
2454 100 1593956409.3856401 16:40:09 32.87307124199476 35.27937183320598 0.5612449944019318 0.819345086812973 0.0078125 0.031578946858644485 2 0.37378543615341187 3 0.9904758930206299
2454 105 1593956409.3856976 16:40:09 32.87314865457183 35.279240298701616 0.5556037500500679 0.9033116400241852 0.01171875 0.015789473429322243 4 0.7500748634338379 2 0.9912005066871643
2482 100 1593956410.3690865 16:40:10 32.87311172840414 35.27937753170254 0.5485495924949646 0.8021849393844604 0.005859375 0.031578946858644485 2 0.41305485367774963 3 0.9845113754272461
2482 105 1593956410.36916 16:40:10 32.87319195924259 35.279243980255224 0.5422544255852699 0.887084424495697 0.01171875 0.015789473429322243 4 0.7657832503318787 2 0.9290982484817505
2482 107 1593956410.3691816 16:40:10 32.8731663350274 35.27919714184703 0.5619460269808769 0.9005019068717957 0.01171875 0.007894736714661121 5 0.5178319811820984 2 0.9758768081665039
2510 100 1593956414.4873133 16:40:14 32.8731591818597 35.27938032542005 0.530640410259366 0.7894692718982697 0.005859375 0.028947368264198303 4 0.40390729904174805 3 0.8625673651695251
2510 105 1593956414.4873805 16:40:14 32.87323991474947 35.27925079537568 0.5228615645319223 0.8722425401210785 0.005859375 0.02368421107530594 4 0.6822496056556702 2 0.9012869000434875
2510 107 1593956414.4874017 16:40:14 32.873213101937814 35.27920106144599 0.543346956372261 0.8867472112178802 0.01171875 0.007894736714661121 5 0.5178319811820984 2 0.9758768081665039
2538 100 1593956415.9056451 16:40:15 32.87321787235989 35.2793871363436 0.5082951607182622 0.7789977788925171 0.0078125 0.02631578966975212 4 0.3937971293926239 3 0.9935790300369263
2538 105 1593956415.90572 16:40:15 32.87329702785416 35.2792554558842 0.5010220780968666 0.8614680767059326 0.005859375 0.02368421107530594 4 0.6822496056556702 2 0.9012869000434875
2565 100 1593956418.4483824 16:40:18 32.873271722803935 35.27940292697355 0.48407446406781673 0.7675931751728058 0.0078125 0.028947368264198303 4 0.45773744583129883 3 0.9242278337478638
2565 105 1593956418.4484487 16:40:18 32.873350151522175 35.27927193412993 0.4765584357082844 0.8487972319126129 0.005859375 0.02368421107530594 4 0.7428814172744751 2 0.9972526431083679
2594 100 1593956422.360886 16:40:22 32.873324516373486 35.2794159377354 0.4606362581253052 0.7602743804454803 0.005859375 0.028947368264198303 4 0.35501033067703247 3 0.9874346852302551
2594 105 1593956422.3609452 16:40:22 32.87340265595369 35.279282535329756 0.45277080312371254 0.8415102362632751 0.005859375 0.02368421107530594 4 0.6934252977371216 2 0.9706612825393677
2623 100 1593956426.2226994 16:40:26 32.873383382496556 35.279431256047644 0.4292648583650589 0.7512929439544678 0.005859375 0.028947368264198303 4 0.35501033067703247 3 0.9874346852302551
2623 105 1593956426.2227628 16:40:26 32.873461002681026 35.27928729900172 0.42305899411439896 0.8364073038101196 0.005859375 0.018421052023768425 4 0.7984650731086731 2 0.9800845384597778
2665 100 1593956430.8894854 16:40:30 32.873441071726056 35.27933199587534 0.4046182259917259 0.787956029176712 0.005859375 0.028947368264198303 4 0.39063963294029236 3 0.9420427680015564
2665 105 1593956430.8895483 16:40:30 32.87351969936706 35.27919081136948 0.3973509669303894 0.8721587359905243 0.005859375 0.015789473429322243 4 0.777984082698822 2 0.9685459136962891
2707 100 1593956434.1079998 16:40:34 32.873505113240164 35.27916112570602 0.38445205986499786 0.862524539232254 0.005859375 0.028947368264198303 4 0.36328673362731934 3 0.9315484762191772
2707 105 1593956434.1080673 16:40:34 32.87358267028475 35.2790153603617 0.37849289923906326 0.9473230838775635 0.005859375 0.01315789483487606 4 0.777984082698822 2 0.9685459136962891
2707 113 1593956434.1080868 16:40:34 32.87287162664321 35.27944305839666 0.5854454785585403 0.5574152059853077 0.0234375 0.01315789483487606 5 0.4969175457954407 2 0.9982506632804871
2734 100 1593956435.806711 16:40:35 32.87357613919548 35.278969770844654 0.3659287542104721 0.9536616206169128 0.005859375 0.028947368264198303 4 0.4239502251148224 3 0.9874229431152344
2734 105 1593956435.8067782 16:40:35 32.87366201549508 35.27880951902888 0.35920801758766174 1.0453917384147644 0.009765625 0.005263158120214939 4 0.777984082698822 2 0.9685459136962891
2734 113 1593956435.806802 16:40:35 32.87295403758876 35.27924077629655 0.5676440820097923 0.6576665341854095 0.0234375 0.01315789483487606 5 0.4969175457954407 2 0.9982506632804871
2761 100 1593956438.7331188 16:40:38 32.87373101445766 35.27866482116688 0.3408850431442261 1.1153196096420288 0.017578125 0.02368421107530594 4 0.5362186431884766 3 0.9916802048683167
2761 113 1593956438.7331848 16:40:38 32.873092892009865 35.27896265740899 0.5409840010106564 0.8203595876693726 0.0234375 0.01315789483487606 5 0.5615177750587463 2 0.9932215213775635
2805 100 1593956440.0976925 16:40:40 32.87375230439657 35.27851073065281 0.3288785219192505 1.1741756796836853 0.017578125 0.02368421107530594 4 0.5362186431884766 3 0.9916802048683167
2805 113 1593956440.097749 16:40:40 32.87314111239268 35.278753355860374 0.5250599235296249 0.9247138500213623 0.0234375 0.01315789483487606 5 0.5615177750587463 2 0.9932215213775635
2833 113 1593956442.756189 16:40:42 32.87316135891555 35.278661752703066 0.5166737157851458 0.9785781800746918 0.0234375 0.01315789483487606 5 0.5615177750587463 2 0.9932215213775635
3171 114 1593956476.2565615 16:41:16 32.8702533259917 35.28101560387174 0.9482593834400177 0.13473671674728394 0.005859375 0.021052632480859756 4 0.4300994873046875 2 0.9676669239997864
3198 114 1593956478.9552014 16:41:18 32.87015958855195 35.281063316805565 0.9469328820705414 0.14580971002578735 0.005859375 0.021052632480859756 4 0.4300994873046875 2 0.9676669239997864
3312 120 1593956489.6019058 16:41:29 32.8699002211813 35.28135423470104 0.9247757494449615 0.15022113919258118 0.009765625 0.021052632480859756 4 0.5034353733062744 2 0.9985455274581909
3340 120 1593956492.7638638 16:41:32 32.86966545300137 35.281559571837114 0.9034406244754791 0.13597258925437927 0.009765625 0.021052632480859756 4 0.5034353733062744 2 0.9985455274581909
3513 124 1593956508.7964728 16:41:48 32.869858324687506 35.28209605989096 0.7874025404453278 0.034841388463974 0.009765625 0.015789473429322243 4 0.5172825455665588 2 0.9992324113845825
3542 124 1593956511.2428005 16:41:51 32.8697736310941 35.2821757404457 0.7846555411815643 0.0001278221607208252 0.013671875 0.018421052023768425 4 0.5812205076217651 2 0.9150031805038452
3570 124 1593956514.372822 16:41:54 32.869652405547754 35.28219161341824 0.7891687750816345 -0.029771089553833008 0.013671875 0.018421052023768425 4 0.5812205076217651 2 0.9150031805038452
