frame_idx target_id ts daytime lat lon x y w h clr clr_score cls cls_score
261 15 1593956164.7147326 16:36:04 32.86750816251694 35.27785565854415 0.8495839238166809 0.07662293314933777 0.005859375 0.018421052023768425 4 0.4105215072631836 2 0.9925850033760071
261 16 1593956164.7148385 16:36:04 32.867781005970556 35.2776213905552 0.9792881011962891 0.2139686942100525 0.009765625 0.01315789483487606 5 0.8939487934112549 2 0.9909413456916809
275 17 1593956166.7425249 16:36:06 32.867741658212566 35.27771915794088 0.9469204545021057 0.19359257817268372 0.0078125 0.02368421107530594 4 0.32300034165382385 2 0.9989880919456482
275 18 1593956166.7425897 16:36:06 32.86749454489221 35.27788293066025 0.8505387902259827 0.07011392712593079 0.0078125 0.018421052023768425 4 0.482386976480484 2 0.9802921414375305
289 15 1593956168.3979588 16:36:08 32.86749075538195 35.277879379323245 0.8626664280891418 0.06447628140449524 0.005859375 0.010526316240429878 4 0.49365270137786865 2 0.9977902173995972
289 16 1593956168.3980222 16:36:08 32.86775151808298 35.27764909467798 0.9852977395057678 0.1971239447593689 0.013671875 0.018421052023768425 5 0.7961328029632568 2 0.9864104390144348
303 20 1593956169.96827 16:36:09 32.86868597035957 35.27807051752079 0.9322798848152161 0.9183616936206818 0.01171875 0.015789473429322243 5 0.5879978537559509 4 0.9734585881233215
317 17 1593956171.6333284 16:36:11 32.86764449739841 35.27778449300024 0.9311759173870087 0.13404789566993713 0.0078125 0.02368421107530594 4 0.3501897156238556 2 0.9996978044509888
317 18 1593956171.6333947 16:36:11 32.86751311953476 35.27794396808117 0.8545751869678497 0.06491190195083618 0.0078125 0.018421052023768425 4 0.482386976480484 2 0.9802921414375305
330 15 1593956174.3362958 16:36:14 32.867358589580675 35.27794874779589 0.8370141983032227 0.0021237730979919434 0.013671875 0.018421052023768425 4 0.46789562702178955 2 0.9980514049530029
330 16 1593956174.3364036 16:36:14 32.86770517419994 35.277799270412864 0.9555243253707886 0.11110630631446838 0.01171875 0.015789473429322243 5 0.7961328029632568 2 0.9864104390144348
345 20 1593956175.8304942 16:36:15 32.86867144961353 35.27810022446875 0.9295735359191895 0.8646329045295715 0.01171875 0.015789473429322243 5 0.5879978537559509 4 0.9734585881233215
359 17 1593956177.498517 16:36:17 32.867527003952915 35.277790370785 0.9138564765453339 0.059390485286712646 0.0078125 0.02368421107530594 4 0.33433520793914795 2 0.9969062209129333
373 16 1593956180.1816614 16:36:20 32.86781836263694 35.27780044733535 0.9534400105476379 0.08883020281791687 0.01171875 0.015789473429322243 5 0.7961328029632568 2 0.9864104390144348
373 23 1593956180.1817396 16:36:20 32.867570741604 35.279545000341784 0.2178894281387329 0.06113457679748535 0.005859375 0.010526316240429878 6 0.9698992371559143 8 0.8657764792442322
401 17 1593956181.5808842 16:36:21 32.86767973975917 35.27784197795275 0.9148495197296143 0.03766319155693054 0.0078125 0.02368421107530594 5 0.33079755306243896 2 0.9965298771858215
401 28 1593956181.5809455 16:36:21 32.86877935570957 35.278399998212365 0.7514203488826752 0.8439587950706482 0.025390625 0.021052632480859756 5 0.5068119168281555 2 0.9999477863311768
415 23 1593956182.7316818 16:36:22 32.86771944481675 35.27949020179851 0.22400689125061035 0.046082139015197754 0.005859375 0.010526316240429878 6 0.9698992371559143 8 0.8657764792442322
429 28 1593956188.0657725 16:36:28 32.86867837602368 35.27839375050606 0.7496320009231567 0.6781021654605865 0.025390625 0.021052632480859756 5 0.7826838493347168 2 0.9976075887680054
429 37 1593956188.0658355 16:36:28 32.86871992838197 35.27842702178085 0.730112686753273 0.720941960811615 0.0234375 0.01315789483487606 4 0.5312233567237854 2 0.9937198162078857
471 28 1593956191.9738567 16:36:31 32.868657232570186 35.27838344500653 0.752293735742569 0.5718531832098961 0.025390625 0.021052632480859756 5 0.6712021827697754 2 0.999972939491272
471 37 1593956191.973912 16:36:31 32.86869986166519 35.278416237449875 0.7343105524778366 0.612853042781353 0.021484375 0.01315789483487606 4 0.5312233567237854 2 0.9937198162078857
471 46 1593956191.9739325 16:36:31 32.86876479312516 35.27844940444346 0.7161556333303452 0.6771473586559296 0.029296875 0.01315789483487606 5 0.5934736728668213 2 0.9967626333236694
498 37 1593956192.0201979 16:36:32 32.86902676848277 35.27825045941803 0.8455311059951782 0.8674684166908264 0.01953125 0.01315789483487606 4 0.7126998901367188 2 0.9850770831108093
498 46 1593956192.0202627 16:36:32 32.86904664703687 35.278331018750485 0.7976898550987244 0.8929193317890167 0.029296875 0.01315789483487606 5 0.4678730368614197 2 0.9998444318771362
485 44 1593956193.68562 16:36:33 32.86886234614785 35.27834093372575 0.7876683473587036 0.7446660548448563 0.005859375 0.01315789483487606 4 0.7191466689109802 2 0.9959414601325989
457 44 1593956195.2945187 16:36:35 32.868878347340974 35.27843409159467 0.7219716757535934 0.6910783797502518 0.00390625 0.015789473429322243 4 0.5847760438919067 2 0.9870201349258423
512 44 1593956196.2729447 16:36:36 32.8690610047456 35.27818207370642 0.8849479258060455 0.854500025510788 0.0078125 0.01315789483487606 2 0.4725949764251709 2 0.9996562004089355
526 37 1593956200.886106 16:36:40 32.86908392059309 35.27815386282395 0.9028302133083344 0.8434518873691559 0.01953125 0.01315789483487606 2 0.45293527841567993 2 0.993144154548645
526 46 1593956200.8862054 16:36:40 32.869098736292266 35.278232930829304 0.8587193489074707 0.8623142838478088 0.029296875 0.01315789483487606 5 0.5380652546882629 3 0.9612903594970703
554 44 1593956207.9435167 16:36:47 32.868706435199925 35.27842510830809 0.9143539071083069 0.8101653754711151 0.0078125 0.01315789483487606 4 0.4581909775733948 2 0.9978135824203491
554 46 1593956207.9435816 16:36:47 32.868672981166625 35.27843654780347 0.9247190654277802 0.7827228605747223 0.029296875 0.01315789483487606 5 0.5383317470550537 2 0.9970346689224243
554 60 1593956207.943602 16:36:47 32.86873263463463 35.27844073514925 0.8965582847595215 0.8171191215515137 0.01171875 0.03947368264198303 5 0.45254072546958923 3 0.9165514707565308
641 70 1593956209.6828399 16:36:49 32.86895934122595 35.27842248285708 0.9855819046497345 0.7689871191978455 0.013671875 0.018421052023768425 6 0.8899241089820862 3 0.968135416507721
655 74 1593956210.927955 16:36:50 32.869121686131216 35.278518403484505 0.8999582231044769 0.7486508637666702 0.0078125 0.007894736714661121 2 0.6174854040145874 2 0.9976442456245422
626 74 1593956211.0011215 16:36:51 32.86910506139423 35.278513521359635 0.842625230550766 0.8331944644451141 0.009765625 0.007894736714661121 2 0.6174854040145874 2 0.9976442456245422
610 70 1593956211.0120454 16:36:51 32.868938812571365 35.27841200122355 0.9333444237709045 0.8554090261459351 0.01953125 0.007894736714661121 6 0.8930234909057617 3 0.9989826083183289
582 46 1593956211.0306656 16:36:51 32.8686836532323 35.278466072543964 0.9815215170383453 0.696479931473732 0.013671875 0.018421052023768425 5 0.5248571634292603 2 0.9996688365936279
669 70 1593956212.6146328 16:36:52 32.868921571518605 35.27841588546365 1.0551207661628723 0.6625932157039642 0.013671875 0.018421052023768425 6 0.8899241089820862 3 0.968135416507721
669 79 1593956212.6146948 16:36:52 32.868927953231996 35.27846533788073 1.0374372005462646 0.6330550611019135 0.013671875 0.018421052023768425 6 0.6243724226951599 2 0.9949432015419006
712 70 1593956215.7772954 16:36:55 32.868965988795665 35.278403292614165 1.09686279296875 0.5954095125198364 0.013671875 0.018421052023768425 6 0.8899241089820862 3 0.968135416507721
712 79 1593956215.7773592 16:36:55 32.86897425527146 35.278469436436374 1.0766145586967468 0.5571382269263268 0.013671875 0.018421052023768425 6 0.6243724226951599 2 0.9949432015419006
741 70 1593956219.193387 16:36:59 32.86897102048087 35.27831244714003 1.1167845726013184 0.559239599853754 0.013671875 0.018421052023768425 6 0.8899241089820862 3 0.968135416507721
741 79 1593956219.1934652 16:36:59 32.86901788903004 35.278422400558114 1.094819962978363 0.5162449367344379 0.013671875 0.018421052023768425 6 0.6243724226951599 2 0.9949432015419006
858 90 1593956232.1709936 16:37:12 32.869899448158776 35.27811371116088 0.9694628119468689 0.8848675787448883 0.01171875 0.015789473429322243 6 0.98199063539505 8 0.9916774034500122
872 92 1593956235.1176317 16:37:15 32.869951412430524 35.27813516063135 0.9557490050792694 0.8616148233413696 0.01171875 0.03947368264198303 7 0.2502710521221161 2 0.9553266763687134
886 90 1593956238.0839918 16:37:18 32.86992888435296 35.27809294995452 0.9989967942237854 0.8436130583286285 0.013671875 0.018421052023768425 6 0.9613125920295715 8 0.9723104238510132
900 92 1593956238.214431 16:37:18 32.86998697652694 35.27812442405712 0.9731642007827759 0.8353599011898041 0.01171875 0.03947368264198303 5 0.45948025584220886 2 0.922130286693573
928 90 1593956241.1598494 16:37:21 32.87000188848373 35.278075262688446 1.010679304599762 0.831346869468689 0.013671875 0.018421052023768425 6 0.9613125920295715 8 0.9723104238510132
928 92 1593956241.1599095 16:37:21 32.870101537539306 35.2781079214862 0.9871380627155304 0.8197987973690033 0.013671875 0.018421052023768425 5 0.45948025584220886 2 0.922130286693573
956 90 1593956244.86857 16:37:24 32.87002945644174 35.27807602628389 1.0163522362709045 0.8270732462406158 0.013671875 0.018421052023768425 6 0.9613125920295715 8 0.9723104238510132
956 92 1593956244.8686302 16:37:24 32.870047482061786 35.278113370212644 0.9945298135280609 0.81186443567276 0.013671875 0.018421052023768425 5 0.45948025584220886 2 0.922130286693573
1535 95 1593956311.199227 16:38:31 32.86953289838198 35.28102866890059 0.9348920285701752 0.07601112127304077 0.01171875 0.015789473429322243 4 0.505702555179596 2 0.9774985313415527
1564 95 1593956314.5183141 16:38:34 32.86954018773415 35.28111781422997 0.9544852375984192 0.0916142463684082 0.01171875 0.015789473429322243 4 0.505702555179596 2 0.9774985313415527
1621 97 1593956320.7759728 16:38:40 32.86954539249295 35.281200834720664 0.9895985424518585 0.12157300114631653 0.013671875 0.018421052023768425 4 0.4692014157772064 2 0.9180619120597839
1652 97 1593956324.1308987 16:38:44 32.86961556781152 35.28125023901332 0.9987429976463318 0.1433907449245453 0.013671875 0.018421052023768425 4 0.4692014157772064 2 0.9180619120597839
2062 98 1593956369.6787124 16:39:29 32.873168521580034 35.28099052800661 0.07895243167877197 0.9151356816291809 0.01171875 0.015789473429322243 4 0.2532765865325928 2 0.9010890126228333
2089 98 1593956372.1013842 16:39:32 32.87320895109257 35.2809482763253 0.09075623750686646 0.8695558905601501 0.01171875 0.015789473429322243 4 0.2532765865325928 2 0.9010890126228333
2328 100 1593956395.254887 16:39:55 32.87288548279657 35.27942309402988 0.567324809730053 0.9181960225105286 0.0078125 0.02631578966975212 2 0.5012914538383484 3 0.9389681220054626
