1,0,0,0,0,0,0,0,0
0,0.8,0,0.12,0.019,0.002,0.014,0.031,0.014
0,0,1,0,0,0,0,0,0
0,0.24,0,0.49,0.13,0.001,0.07,0.11,0.019
0,0.011,0,0.056,0.79,0.009,0.018,0.097,0.011
0,0,0,0,0,0.99,0,0.007,0.003
0,0.043,0,0.038,0.027,0,0.85,0.038,0.005
0,0.017,0,0.047,0.15,0.003,0.012,0.78,0.002
0,0.054,0,0,0.011,0.011,0.011,0,0.91
